obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 16
292.310,292.3106,30,,,9221.22,43421.40,4d8.(3P).5s,a 4P,5/2,4d8.(1D).5p,x 2D*,5/2,,,L3475,
292.402,292.4023,180,,,2598.03,36787.48,4d8.(3F).5s,a 4F,5/2,4d8.(3P).5p,y 4D*,7/2,,,L3475,
292.911,292.9106,130,,,5657.97,39788.09,4d9,a 2D,3/2,,8*,5/2,,,L3475,
293.194,293.1941,130,,,5690.97,39788.09,4d8.(3F).5s,a 2F,7/2,,8*,5/2,,,L3475,
295.541,295.5414,30,,,9221.22,43047.54,4d8.(3P).5s,a 4P,5/2,,16*,7/2,,,L3475,
296.866,296.8661,230,,,3309.86,36985.25,4d9,a 2D,5/2,4d8.(3P).5p,y 4D*,5/2,,,L3475,
297.403,297.4031,25,,,11006.05,44620.63,4d8.(3P).5s,a 4P,1/2,,18*,3/2,,,L3475,
297.768,297.7679,160,,,5657.97,39231.38,4d9,a 2D,3/2,4d8.(1D).5p,y 2P*,3/2,,,L3475,
298.620,298.6199,450,,,3309.86,36787.48,4d9,a 2D,5/2,4d8.(3P).5p,y 4D*,7/2,,,L3475,
298.699,298.6987,90,,,5657.97,39126.76,4d9,a 2D,3/2,,6*,5/2,,,L3475,
298.745,298.7445,50,,,10313.41,43777.07,4d8.(3P).5s,a 4P,3/2,4d8.(1G).5p,x 2F*,5/2,,,L3475,
300.446,300.4450,110,,,9221.22,42495.48,4d8.(3P).5s,a 4P,5/2,,14*,7/2,,,L3475,
301.954,301.9539,50,,,10313.41,43421.40,4d8.(3P).5s,a 4P,3/2,4d8.(1D).5p,x 2D*,5/2,,,L3475,
302.391,302.3910,130,,,5657.97,38718.11,4d9,a 2D,3/2,4d8.(3P).5p,y 2D*,5/2,,,L3475,
302.843,302.8424,50,,,5657.97,38668.83,4d9,a 2D,3/2,,4*,3/2,,,L3475,
304.577,304.5771,30,,,3309.86,36132.72,4d9,a 2D,5/2,,1*,7/2,,,L3475,
304.676,304.6756,30,,,7791.23,40603.48,4d8.(3F).5s,a 2F,5/2,4d8.(1S).5p,x 2P*,3/2,,,L3475,
305.789,305.7890,25,,,16118.69,48811.47,4d7.5s2,b 4F,5/2,,26*,7/2,,,L3475,
306.730,306.7302,65,,,12723.07,45315.54,4d7.5s2,b 4F,9/2,4d8.(1G).5p,y 2G*,9/2,,,L3475,
308.396,308.3966,180,4.8e+06,C,1529.97,33946.34,4d8.(3F).5s,a 4F,7/2,4d8.(3F).5p,z 2F*,5/2,,T5181,L3475,
308.742,308.7415,29,,,5657.97,38038.12,4d9,a 2D,3/2,4d8.(3P).5p,y 4D*,3/2,,,L3475,
311.491,311.4907,70,4.5e+06,D,3309.86,35404.24,4d9,a 2D,5/2,4d8.(3P).5p,z 4P*,3/2,,T5181,L3475,
312.176,312.1754,140,1.1e+07,C,3309.86,35333.85,4d9,a 2D,5/2,4d8.(3P).5p,z 4P*,5/2,,T5181,L3475,
312.370,312.3703,240,4.6e+06,C+,0.00,32004.01,4d8.(3F).5s,a 4F,9/2,4d8.(3F).5p,z 2F*,7/2,,T5181,L3475,
313.079,313.0791,35,,,3472.68,35404.24,4d8.(3F).5s,a 4F,3/2,4d8.(3P).5p,z 4P*,3/2,,,L3475,
313.771,313.7708,95,3.3e+06,D+,3472.68,35333.85,4d8.(3F).5s,a 4F,3/2,4d8.(3P).5p,z 4P*,5/2,,T5181,L3475,
315.136,315.1352,45,,,14787.87,46511.10,4d7.5s2,b 4F,7/2,,22*,9/2,,,L3475,
315.260,315.2602,45,,,5657.97,37368.62,4d9,a 2D,3/2,4d8.(3P).5p,z 2P*,1/2,,,L3475,
315.578,315.5774,130,,,9221.22,40900.00,4d8.(3P).5s,a 4P,5/2,4d8.(3P).5p,z 4S*,3/2,,,L3475,
317.973,317.9727,70,,,7791.23,39231.38,4d8.(3F).5s,a 2F,5/2,4d8.(1D).5p,y 2P*,3/2,,,L3475,
318.559,318.5592,80,,,9221.22,40603.48,4d8.(3P).5s,a 4P,5/2,4d8.(1S).5p,x 2P*,3/2,,,L3475,
318.905,318.9043,140,3.0e+06,C,2598.03,33946.34,4d8.(3F).5s,a 4F,5/2,4d8.(3F).5p,z 2F*,5/2,,T5181,L3475,
319.119,319.1183,470,,,5657.97,36985.25,4d9,a 2D,3/2,4d8.(3P).5p,y 4D*,5/2,,,L3475,
319.713,319.7130,190,4.3e+06,C+,2598.03,33867.04,4d8.(3F).5s,a 4F,5/2,4d8.(3F).5p,z 2D*,3/2,,T5181,L3475,
321.432,321.4325,70,,,0.00,31101.75,4d8.(3F).5s,a 4F,9/2,4d8.(3F).5p,z 4G*,7/2,,,L3475,
323.766,323.7659,80,,,7791.23,38668.83,4d8.(3F).5s,a 2F,5/2,,4*,3/2,,,L3475,
326.314,326.3142,520,1.25e+07,C+,3309.86,33946.34,4d9,a 2D,5/2,4d8.(3F).5p,z 2F*,5/2,,T5181,L3475,
327.161,327.1610,520,2.0e+07,C+,3309.86,33867.04,4d9,a 2D,5/2,4d8.(3F).5p,z 2D*,3/2,,T5181,L3475,
328.055,328.0536,2300*,2.4e+07,C+,1529.97,32004.01,4d8.(3F).5s,a 4F,7/2,4d8.(3F).5p,z 2F*,7/2,,T5181,L3475,
328.055,328.0577,2300*,1.38e+07,C+,3472.68,33946.34,4d8.(3F).5s,a 4F,3/2,4d8.(3F).5p,z 2F*,5/2,,T5181,L3475,
328.170,328.1698,110,,,11968.23,42431.48,4d8.(3P).5s,a 2P,3/2,4d8.(1D).5p,x 2D*,3/2,,,L3475,
328.357,328.3571,2300,4.4e+07,C+,2598.03,33043.91,4d8.(3F).5s,a 4F,5/2,4d8.(3F).5p,z 2G*,7/2,,T5181,L3475,
328.914,328.9137,280,1.02e+07,C+,3472.68,33867.04,4d8.(3F).5s,a 4F,3/2,4d8.(3F).5p,z 2D*,3/2,,T5181,L3475,
328.964,328.9635,45,,,14787.87,45177.63,4d7.5s2,b 4F,7/2,4d8.(1G).5p,y 2G*,7/2,,,L3475,
329.428,329.4273,210,,,12723.07,43070.04,4d7.5s2,b 4F,9/2,4d8.(1G).5p,z 2H*,11/2,,,L3475,
329.672,329.6717,45,,,12723.07,43047.54,4d7.5s2,b 4F,9/2,,16*,7/2,,,L3475,
330.046,330.0462,260,,,10313.41,40603.48,4d8.(3P).5s,a 4P,3/2,4d8.(1S).5p,x 2P*,3/2,,,L3475,
332.309,332.3091,4200,6.3e+07,B,1529.97,31613.78,4d8.(3F).5s,a 4F,7/2,4d8.(3F).5p,z 2G*,9/2,,T5181,L3475,
333.109,333.1095,60,5.4e+06,C+,5657.97,35669.50,4d9,a 2D,3/2,4d8.(3P).5p,z 4P*,1/2,,T5181,L3475,
333.124,333.1247,45,,,9221.22,39231.38,4d8.(3P).5s,a 4P,5/2,4d8.(1D).5p,y 2P*,3/2,,,L3475,
333.854,333.8548,330,3.5e+06,C+,1529.97,31474.50,4d8.(3F).5s,a 4F,7/2,4d8.(3F).5p,z 4F*,5/2,,T5181,L3475,
334.290,334.2901,70,,,9221.22,39126.76,4d8.(3P).5s,a 4P,5/2,,6*,5/2,,,L3475,
334.420,334.4197,80,,,11006.05,40900.00,4d8.(3P).5s,a 4P,1/2,4d8.(3P).5p,z 4S*,3/2,,,L3475,
335.990,335.9894,60,,,13974.73,43729.02,4d8.(3P).5s,a 2P,1/2,4d8.(1D).5p,y 2P*,1/2,,,L3475,
336.080,336.0800,280,1.23e+07,C+,5657.97,35404.24,4d9,a 2D,3/2,4d8.(3P).5p,z 4P*,3/2,,T5181,L3475,
336.218,336.2182,60,,,3309.86,33043.91,4d9,a 2D,5/2,4d8.(3F).5p,z 2G*,7/2,,,L3475,
336.838,336.8373,420,1.06e+07,C+,2598.03,32277.43,4d8.(3F).5s,a 4F,5/2,4d8.(3F).5p,z 4F*,3/2,,T5181,L3475,
,336.8772,,8.e+05,D+,5657.97,35333.85,4d9,a 2D,3/2,4d8.(3P).5p,z 4P*,5/2,,T5181,,
336.968,336.9680,45,,,10313.41,39981.30,4d8.(3P).5s,a 4P,3/2,,9*,5/2,,,L3475,
337.225,337.2249,1100,,,2598.03,32243.32,4d8.(3F).5s,a 4F,5/2,4d8.(3F).5p,z 4G*,5/2,,,L3475,
,337.2523,,5.e+05,D,5690.97,35333.85,4d8.(3F).5s,a 2F,7/2,4d8.(3P).5p,z 4P*,5/2,,T5181,,
337.714,337.7136,110,,,12723.07,42325.46,4d7.5s2,b 4F,9/2,,13*,9/2,,,L3475,
337.771,337.7702,80,,,11006.05,40603.48,4d8.(3P).5s,a 4P,1/2,4d8.(1S).5p,x 2P*,3/2,,,L3475,
338.578,338.5776,110,,,13520.69,43047.54,4d8.(1D).5s,b 2D,5/2,,16*,7/2,,,L3475,
339.682,339.6819,5600,6.5e+07,B+,0.00,29430.86,4d8.(3F).5s,a 4F,9/2,4d8.(3F).5p,z 4F*,9/2,,T5181,L3475,
339.970,339.9693,820,1.21e+07,C+,2598.03,32004.01,4d8.(3F).5s,a 4F,5/2,4d8.(3F).5p,z 2F*,7/2,,T5181,L3475,
340.655,340.6546,160,,,14382.19,43729.02,4d8.(1D).5s,b 2D,3/2,4d8.(1D).5p,y 2P*,1/2,,,L3475,
341.227,341.2270,820,,,16017.94,45315.54,4d8.(1G).5s,a 2G,9/2,4d8.(1G).5p,y 2G*,9/2,,,L3475,
342.016,342.0162,60,,,12723.07,41953.07,4d7.5s2,b 4F,9/2,,12*,9/2,,,L3475,
342.122,,330,,,,,,,,,,,,,L3475,
342.438,342.4377,120bl,,,7791.23,36985.25,4d8.(3F).5s,a 2F,5/2,4d8.(3P).5p,y 4D*,5/2,,,L3475,
343.489,343.4885,8200,1.32e+08,B+,0.00,29104.71,4d8.(3F).5s,a 4F,9/2,4d8.(3F).5p,z 4G*,11/2,,T6355,L3475,
344.053,344.0536,1400,,,16120.72,45177.63,4d8.(1G).5s,a 2G,7/2,4d8.(1G).5p,y 2G*,7/2,,,L3475,
344.263,344.2633,35,,,14382.19,43421.40,4d8.(1D).5s,b 2D,3/2,4d8.(1D).5p,x 2D*,5/2,,,L3475,
344.774,344.7734,120,,,7791.23,36787.48,4d8.(3F).5s,a 2F,5/2,4d8.(3P).5p,y 4D*,7/2,,,L3475,
344.858,344.8572,60,,,14787.87,43777.07,4d7.5s2,b 4F,7/2,4d8.(1G).5p,x 2F*,5/2,,,L3475,
345.029,345.0288,120,,,13520.69,42495.48,4d8.(1D).5s,b 2D,5/2,,14*,7/2,,,L3475,
345.115,345.1147,60,,,3309.86,32277.43,4d9,a 2D,5/2,4d8.(3F).5p,z 4F*,3/2,,,L3475,
345.522,345.5216,400,,,3309.86,32243.32,4d9,a 2D,5/2,4d8.(3F).5p,z 4G*,5/2,,,L3475,
345.542,345.5418,60,,,11968.23,40900.00,4d8.(3P).5s,a 2P,3/2,4d8.(3P).5p,z 4S*,3/2,,,L3475,
345.707,345.7067,180,,,10313.41,39231.38,4d8.(3P).5s,a 4P,3/2,4d8.(1D).5p,y 2P*,3/2,,,L3475,
345.793,345.7926,220,,,13520.69,42431.48,4d8.(1D).5s,b 2D,5/2,4d8.(1D).5p,x 2D*,3/2,,,L3475,
346.204,346.2036,5900,6.2e+07,B+,2598.03,31474.50,4d8.(3F).5s,a 4F,5/2,4d8.(3F).5p,z 4F*,5/2,,T5181,L3475,
346.962,346.9620,180,,,10313.41,39126.76,4d8.(3P).5s,a 4P,3/2,,6*,5/2,,,L3475,
347.066,347.0656,4700,8.4e+07,B,3472.68,32277.43,4d8.(3F).5s,a 4F,3/2,4d8.(3F).5p,z 4F*,3/2,,T5181,L3475,
347.225,347.2249,120,,,9221.22,38012.75,4d8.(3P).5s,a 4P,5/2,,3*,7/2,,,L3475,
347.478,347.4771,4700,,,3472.68,32243.32,4d8.(3F).5s,a 4F,3/2,4d8.(3F).5p,z 4G*,5/2,,,L3475,
347.891,347.8904,2100,3.3e+07,B,3309.86,32046.32,4d9,a 2D,5/2,4d8.(3F).5p,z 2D*,5/2,,T5181,L3475,
348.404,348.4034,95,9.2e+05,D+,3309.86,32004.01,4d9,a 2D,5/2,4d8.(3F).5p,z 2F*,7/2,,T5181,L3475,
349.107,349.1073,80,,,11968.23,40604.52,4d8.(3P).5s,a 2P,3/2,4d8.(3P).5p,z 2S*,1/2,,,L3475,
349.444,349.4438,110,,,11968.23,40576.95,4d8.(3P).5s,a 2P,3/2,4d8.(1D).5p,y 2F*,5/2,,,L3475,
349.873,349.8728,1200,2.11e+07,B,3472.68,32046.32,4d8.(3F).5s,a 4F,3/2,4d8.(3F).5p,z 2D*,5/2,,T5181,L3475,
350.252,350.2522,5900,4.3e+07,B+,0.00,28542.69,4d8.(3F).5s,a 4F,9/2,4d8.(3F).5p,z 4G*,9/2,,T5181,L3475,
350.541,350.5403,60,,,11006.05,39525.28,4d8.(3P).5s,a 4P,1/2,4d8.(3P).5p,y 2D*,3/2,,,L3475,
350.732,350.7311,2800,3.36e+07,B,2598.03,31101.75,4d8.(3F).5s,a 4F,5/2,4d8.(3F).5p,z 4G*,7/2,,T5181,L3475,
351.178,351.1786,60,,,16120.72,44588.12,4d8.(1G).5s,a 2G,7/2,,17*,7/2,,,L3475,
351.310,351.3100,60,,,13974.73,42431.48,4d8.(3P).5s,a 2P,1/2,4d8.(1D).5p,x 2D*,3/2,,,L3475,
351.954,351.9538,60,,,10313.41,38718.11,4d8.(3P).5s,a 4P,3/2,4d8.(3P).5p,y 2D*,5/2,,,L3475,
352.802,352.8025,8800,8.5e+07,B+,1529.97,29866.34,4d8.(3F).5s,a 4F,7/2,4d8.(3F).5p,z 4F*,7/2,,T5181,L3475,
353.814,353.8139,880bl,1.66e+07,B,5690.97,33946.34,4d8.(3F).5s,a 2F,7/2,4d8.(3F).5p,z 2F*,5/2,,T5181,L3475,
353.826,353.8256,,,,14787.87,43042.31,4d7.5s2,b 4F,7/2,,15*,9/2,,,L3475,
354.191,354.1905,280,,,11006.05,39231.38,4d8.(3P).5s,a 4P,1/2,4d8.(1D).5p,y 2P*,3/2,,,L3475,
354.395,354.3946,1200,4.6e+07,B,5657.97,33867.04,4d9,a 2D,3/2,4d8.(3F).5p,z 2D*,3/2,,T5181,L3475,
354.954,354.9537,1800,2.22e+07,B,3309.86,31474.50,4d9,a 2D,5/2,4d8.(3F).5p,z 4F*,5/2,,T5181,L3475,
356.413,356.4135,240,,,14382.19,42431.48,4d8.(1D).5s,b 2D,3/2,4d8.(1D).5p,x 2D*,3/2,,,L3475,
357.018,357.0177,1200,1.82e+07,B,3472.68,31474.50,4d8.(3F).5s,a 4F,3/2,4d8.(3F).5p,z 4F*,5/2,,T5181,L3475,
358.310,358.3092,4700,2.6e+07,C+,1529.97,29430.86,4d8.(3F).5s,a 4F,7/2,4d8.(3F).5p,z 4F*,9/2,,T5181,L3475,
358.353,358.3521,120,,,10313.41,38210.96,4d8.(3P).5s,a 4P,3/2,4d8.(3P).5p,z 2P*,3/2,,,L3475,
359.619,359.6195,4700,5.48e+07,B+,2598.03,30397.27,4d8.(3F).5s,a 4F,5/2,4d8.(3F).5p,z 4D*,3/2,,T5181,L3475,
359.715,359.7146,5900,5.9e+07,B+,3309.86,31101.75,4d9,a 2D,5/2,4d8.(3F).5p,z 4G*,7/2,,T5181,L3475,
360.586,360.5862,310,,,10313.41,38038.12,4d8.(3P).5s,a 4P,3/2,4d8.(3P).5p,y 4D*,3/2,,,L3475,
