obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""209.484""","=""209.483""","=""g,a""","=""""",,"=""0.000""","=""47721.3""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.14d""","=""2D""","=""3/2""",,"=""""","=""L130,L7413""",
"=""209.662""","=""209.661""","=""g,a""","=""""",,"=""112.061""","=""47793.0""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.15d""","=""2D""","=""5/2""",,"=""""","=""L130,L7413""",
"=""209.875""","=""209.874""","=""g,a""","=""""",,"=""0.000""","=""47632.6""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.13d""","=""2D""","=""3/2""",,"=""""","=""L130,L7413""",
"=""209.910""","=""209.90558""","=""g,a""","=""""",,"=""112.061""","=""[47737.41]""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.16s""","=""2S""","=""1/2""",,"=""""","=""L130""",
"=""209.979""","=""209.977""","=""g,a""","=""""",,"=""112.061""","=""47721.3""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.14d""","=""2D""","=""5/2""",,"=""""","=""L130,L7413""",
"=""210.258""","=""210.25540""","=""g,a""","=""""",,"=""0.000""","=""[47546.12]""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.14s""","=""2S""","=""1/2""",,"=""""","=""L130""",
"=""210.285""","=""210.28017""","=""g,a""","=""""",,"=""112.061""","=""[47652.58]""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.15s""","=""2S""","=""1/2""",,"=""""","=""L130""",
"=""210.366""","=""210.366""","=""g,a""","=""""",,"=""0.000""","=""47521.1""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.12d""","=""2D""","=""3/2""",,"=""""","=""L130""",
"=""210.371""","=""210.369""","=""g,a""","=""""",,"=""112.061""","=""47632.6""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.13d""","=""2D""","=""5/2""",,"=""""","=""L130""",
"=""210.755""","=""210.75218""","=""g,a""","=""""",,"=""112.061""","=""[47546.12]""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.14s""","=""2S""","=""1/2""",,"=""""","=""L130""",
"=""210.862""","=""210.85927""","=""g,a*""","=""""",,"=""0.000""","=""[47409.97]""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.13s""","=""2S""","=""1/2""",,"=""""","=""L130,L7413""",
"=""210.862""","=""210.863""","=""g,a*""","=""""",,"=""112.061""","=""47521.1""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.12d""","=""2D""","=""5/2""",,"=""""","=""L130,L7413""",
"=""211.361""","=""211.35891""","=""g,a""","=""""",,"=""112.061""","=""[47409.97]""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.13s""","=""2S""","=""1/2""",,"=""""","=""L130,L7413""",
"=""211.656""","=""211.65388""","=""g,a""","=""""",,"=""0.000""","=""[47232.00]""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.12s""","=""2S""","=""1/2""",,"=""""","=""L130,L7413""",
"=""211.8312""","=""211.83160""","=""g,a""","=""1.03e+07""",C,"=""0.000""","=""47192.38""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.10d""","=""2D""","=""3/2""",,"=""T6527c4,LS""","=""L99""",
"=""212.159""","=""212.15730""","=""g,a""","=""""",,"=""112.061""","=""[47232.00]""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.12s""","=""2S""","=""1/2""",,"=""""","=""L130,L7413""",
"=""""","=""212.33586""","=""""","=""2.0e+06""",D,"=""112.061""","=""47192.38""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.10d""","=""2D""","=""3/2""",,"=""T6527c4,LS""","=""""",
"=""212.3362""","=""212.33586""","=""1g""","=""1.22e+07""",C,"=""112.061""","=""47192.38""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.10d""","=""2D""","=""5/2""",,"=""T6527c4,LS""","=""L4737""",
"=""212.730""","=""212.72996""","=""g,a""","=""""",,"=""0.000""","=""[46993.11]""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.11s""","=""2S""","=""1/2""",,"=""""","=""L130""",
"=""212.9663""","=""212.96627""","=""1g""","=""1.52e+07""",C,"=""0.000""","=""46940.97""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.9d""","=""2D""","=""3/2""",,"=""T6527c4,LS""","=""L4737""",
"=""213.239""","=""213.23851""","=""g,a""","=""""",,"=""112.061""","=""[46993.11]""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.11s""","=""2S""","=""1/2""",,"=""""","=""L130""",
"=""213.4733""","=""213.47331""","=""2g""","=""1.81e+07""",C,"=""112.061""","=""46941.55""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.9d""","=""2D""","=""5/2""",,"=""T6527c4,LS""","=""L4737""",
"=""""","=""213.47596""","=""""","=""3.0e+06""",D,"=""112.061""","=""46940.97""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.9d""","=""2D""","=""3/2""",,"=""T6527c4,LS""","=""""",
"=""214.239""","=""214.23997""","=""g,a""","=""""",,"=""0.000""","=""[46661.93]""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.10s""","=""2S""","=""1/2""",,"=""""","=""L130""",
"=""214.5555""","=""214.55548""","=""3g""","=""2.06e+07""",C,"=""0.000""","=""46593.32""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.8d""","=""2D""","=""3/2""",,"=""u36,LS""","=""L4737""",
"=""214.754""","=""214.75577""","=""g,a""","=""""",,"=""112.061""","=""[46661.93]""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.10s""","=""2S""","=""1/2""",,"=""""","=""L130""",
"=""215.0699""","=""215.06989""","=""5g""","=""2.46e+07""",C,"=""112.061""","=""46593.95""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.8d""","=""2D""","=""5/2""",,"=""u36,LS""","=""L4737""",
"=""""","=""215.07280""","=""""","=""4.09e+06""",E,"=""112.061""","=""46593.32""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.8d""","=""2D""","=""3/2""",,"=""u36,LS""","=""""",
"=""216.0383""","=""216.03871""","=""3""","=""""",,"=""32436.796""","=""78710.26""","=""3s2.3d""","=""2D""","=""5/2""","=""3s.3p.(3P*).4d""","=""2F*""","=""7/2""",,"=""""","=""L4737""",
"=""216.455""","=""216.45774""","=""g""","=""""",,"=""0.000""","=""46183.895""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.9s""","=""2S""","=""1/2""",,"=""""","=""L3514""",
"=""216.4915""","=""216.49111""","=""2""","=""""",,"=""32435.453""","=""78612.23""","=""3s2.3d""","=""2D""","=""3/2""","=""3s.3p.(3P*).4d""","=""2F*""","=""5/2""",,"=""""","=""L4737""",
"=""216.8805""","=""216.88265""","=""1g""","=""2.96e+07""",C,"=""0.000""","=""46093.424""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.7d""","=""2D""","=""3/2""",,"=""u36,LS""","=""L3514""",
"=""216.981""","=""216.98429""","=""g""","=""""",,"=""112.061""","=""46183.895""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.9s""","=""2S""","=""1/2""",,"=""""","=""L3514""",
"=""217.4028""","=""217.40707""","=""1g""","=""3.53e+07""",C,"=""112.061""","=""46094.312""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.7d""","=""2D""","=""5/2""",,"=""u36,LS""","=""L3514""",
"=""""","=""217.41127""","=""""","=""5.88e+06""",E,"=""112.061""","=""46093.424""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.7d""","=""2D""","=""3/2""",,"=""u36,LS""","=""""",
"=""217.7396""","=""217.7395""","=""4""","=""""",,"=""29066.96""","=""74979.02""","=""3s.3p2""","=""4P""","=""3/2""","=""3s.3p.(3P*).5s""","=""4P*""","=""5/2""",,"=""""","=""L4737""",
"=""218.0996""","=""218.0997""","=""5""","=""""",,"=""29142.78""","=""74979.02""","=""3s.3p2""","=""4P""","=""5/2""","=""3s.3p.(3P*).5s""","=""4P*""","=""5/2""",,"=""""","=""L4737""",
"=""219.9150""","=""219.91827""","=""1g""","=""1.75e+06""",C,"=""0.000""","=""45457.244""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.8s""","=""2S""","=""1/2""",,"=""T6527c4,LS""","=""L3514""",
"=""220.4590""","=""220.46181""","=""2g""","=""3.49e+06""",C,"=""112.061""","=""45457.244""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.8s""","=""2S""","=""1/2""",,"=""T6527c4,LS""","=""L3514""",
"=""220.4660""","=""220.46676""","=""2g""","=""4.37e+07""",C+,"=""0.000""","=""45344.165""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.6d""","=""2D""","=""3/2""",,"=""u36,LS""","=""L3514""",
"=""221.0046""","=""221.00603""","=""2g""","=""5.20e+07""",C+,"=""112.061""","=""45345.594""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.6d""","=""2D""","=""5/2""",,"=""u36,LS""","=""L3514""",
"=""""","=""221.01301""","=""""","=""8.67e+06""",C+,"=""112.061""","=""45344.165""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.6d""","=""2D""","=""3/2""",,"=""u36,LS""","=""""",
"=""225.7999""","=""225.80070""","=""2g""","=""3.77e+06""",C,"=""0.000""","=""44273.133""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.7s""","=""2S""","=""1/2""",,"=""T6527c4,LS""","=""L3514""",
"=""226.3462""","=""226.34644""","=""4g""","=""6.83e+07""",B,"=""0.000""","=""44166.398""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.5d""","=""2D""","=""3/2""",,"=""T5653""","=""L3514""",
"=""226.3731""","=""226.37374""","=""2g""","=""7.5e+06""",C,"=""112.061""","=""44273.133""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.7s""","=""2S""","=""1/2""",,"=""T6527c4,LS""","=""L3514""",
"=""226.6014""","=""226.60157""","=""3""","=""""",,"=""32436.796""","=""76553.47""","=""3s2.3d""","=""2D""","=""5/2""","=""3s.3p.(3P*).4d""","=""2D*""","=""5/2""",,"=""""","=""L4737""",
"=""226.753""","=""226.7580""","=""4""","=""""",,"=""32435.453""","=""76521.7""","=""3s2.3d""","=""2D""","=""3/2""","=""3s.3p.(3P*).4d""","=""2D*""","=""3/2""",,"=""""","=""L3514""",
"=""226.9096""","=""226.90963""","=""4g""","=""7.58e+07""",B,"=""112.061""","=""44168.847""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.5d""","=""2D""","=""5/2""",,"=""u36,T5653,LS""","=""L3514""",
"=""226.9220""","=""226.92225""","=""2g""","=""1.26e+07""",C+,"=""112.061""","=""44166.398""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.5d""","=""2D""","=""3/2""",,"=""T5653LS""","=""L3514""",
"=""231.1035""","=""231.1036""","=""4""","=""""",,"=""29020.41""","=""72277.75""","=""3s.3p2""","=""4P""","=""1/2""","=""3s.3p.(3P*).3d""","=""4P*""","=""1/2""",,"=""""","=""L4737""",
"=""231.2491""","=""231.2491""","=""5""","=""""",,"=""29020.41""","=""72250.53""","=""3s.3p2""","=""4P""","=""1/2""","=""3s.3p.(3P*).3d""","=""4P*""","=""3/2""",,"=""""","=""L4737""",
"=""231.3526""","=""231.3526""","=""6""","=""""",,"=""29066.96""","=""72277.75""","=""3s.3p2""","=""4P""","=""3/2""","=""3s.3p.(3P*).3d""","=""4P*""","=""1/2""",,"=""""","=""L4737""",
"=""231.4983""","=""231.4984""","=""4""","=""""",,"=""29066.96""","=""72250.53""","=""3s.3p2""","=""4P""","=""3/2""","=""3s.3p.(3P*).3d""","=""4P*""","=""3/2""",,"=""""","=""L4737""",
"=""231.7482""","=""231.7481""","=""7""","=""""",,"=""29066.96""","=""72204.00""","=""3s.3p2""","=""4P""","=""3/2""","=""3s.3p.(3P*).3d""","=""4P*""","=""5/2""",,"=""""","=""L4737""",
"=""231.9057""","=""231.9056""","=""5""","=""""",,"=""29142.78""","=""72250.53""","=""3s.3p2""","=""4P""","=""5/2""","=""3s.3p.(3P*).3d""","=""4P*""","=""3/2""",,"=""""","=""L4737""",
"=""232.1562""","=""232.1562""","=""9""","=""""",,"=""29142.78""","=""72204.00""","=""3s.3p2""","=""4P""","=""5/2""","=""3s.3p.(3P*).3d""","=""4P*""","=""5/2""",,"=""""","=""L4737""",
"=""236.7052""","=""236.70518""","=""8g""","=""7.61e+07""",C+,"=""0.000""","=""42233.742""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.4d""","=""2D""","=""3/2""",,"=""u36,LS""","=""L3514""",
"=""236.7611""","=""236.7611""","=""8""","=""""",,"=""29020.41""","=""71244.17""","=""3s.3p2""","=""4P""","=""1/2""","=""3s.3p.(3P*).3d""","=""4D*""","=""3/2""",,"=""""","=""L4737""",
"=""236.8112""","=""236.8112""","=""8""","=""""",,"=""29020.41""","=""71235.25""","=""3s.3p2""","=""4P""","=""1/2""","=""3s.3p.(3P*).3d""","=""4D*""","=""1/2""",,"=""""","=""L4737""",
"=""236.9304""","=""236.9305""","=""10""","=""""",,"=""29066.96""","=""71260.55""","=""3s.3p2""","=""4P""","=""3/2""","=""3s.3p.(3P*).3d""","=""4D*""","=""5/2""",,"=""""","=""L4737""",
"=""237.0225""","=""237.0225""","=""9""","=""""",,"=""29066.96""","=""71244.17""","=""3s.3p2""","=""4P""","=""3/2""","=""3s.3p.(3P*).3d""","=""4D*""","=""3/2""",,"=""""","=""L4737""",
"=""237.0726""","=""237.0726""","=""6""","=""""",,"=""29066.96""","=""71235.25""","=""3s.3p2""","=""4P""","=""3/2""","=""3s.3p.(3P*).3d""","=""4D*""","=""1/2""",,"=""""","=""L4737""",
"=""237.2070""","=""237.20695""","=""3g""","=""5.76e+06""",C,"=""0.000""","=""42144.411""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.6s""","=""2S""","=""1/2""",,"=""u36,LS""","=""L4737""",
"=""237.3124""","=""237.31220""","=""8g""","=""9.07e+07""",B,"=""112.061""","=""42237.783""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.4d""","=""2D""","=""5/2""",,"=""u36,LS""","=""L3514""",
"=""237.3349""","=""237.33497""","=""2g""","=""1.51e+07""",C+,"=""112.061""","=""42233.742""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.4d""","=""2D""","=""3/2""",,"=""u36,LS""","=""L3514""",
"=""237.3571""","=""237.3570""","=""8""","=""""",,"=""29142.78""","=""71260.55""","=""3s.3p2""","=""4P""","=""5/2""","=""3s.3p.(3P*).3d""","=""4D*""","=""5/2""",,"=""""","=""L4737""",
"=""237.4496""","=""237.4494""","=""4""","=""""",,"=""29142.78""","=""71244.17""","=""3s.3p2""","=""4P""","=""5/2""","=""3s.3p.(3P*).3d""","=""4D*""","=""3/2""",,"=""""","=""L4737""",
"=""237.8368""","=""237.83941""","=""3g""","=""1.14e+07""",C+,"=""112.061""","=""42144.411""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.6s""","=""2S""","=""1/2""",,"=""u36,LS""","=""L3514""",
"=""242.305""","=""242.3040""","=""5""","=""""",,"=""38933.968""","=""80191.9""","=""3s2.nd""","=""y 2D""","=""5/2""","=""3s.3p.(3P*).5d""","=""2D*""","=""5/2""",,"=""""","=""L3514""",
"=""242.477""","=""242.4765""","=""5""","=""""",,"=""38929.413""","=""80158.0""","=""3s2.nd""","=""y 2D""","=""3/2""","=""3s.3p.(3P*).5d""","=""2D*""","=""3/2""",,"=""""","=""L3514""",
"=""242.505""","=""242.5033""","=""1""","=""""",,"=""38933.968""","=""80158.0""","=""3s2.nd""","=""y 2D""","=""5/2""","=""3s.3p.(3P*).5d""","=""2D*""","=""3/2""",,"=""""","=""L3514""",
"=""245.983""","=""245.9825""","=""5""","=""""",,"=""32436.796""","=""73077.8""","=""3s2.3d""","=""2D""","=""5/2""","=""3s.3p.(3P*).3d""","=""2F*""","=""7/2""",,"=""""","=""L3514""",
"=""246.574""","=""246.5744""","=""4""","=""""",,"=""32435.453""","=""72978.9""","=""3s2.3d""","=""2D""","=""3/2""","=""3s.3p.(3P*).3d""","=""2F*""","=""5/2""",,"=""""","=""L3514""",
"=""251.3305""","=""251.3304""","=""5""","=""""",,"=""38933.968""","=""78710.26""","=""3s2.nd""","=""y 2D""","=""5/2""","=""3s.3p.(3P*).4d""","=""2F*""","=""7/2""",,"=""""","=""L4737""",
"=""251.9222""","=""251.9224""","=""4""","=""""",,"=""38929.413""","=""78612.23""","=""3s2.nd""","=""y 2D""","=""3/2""","=""3s.3p.(3P*).4d""","=""2F*""","=""5/2""",,"=""""","=""L4737""",
"=""251.9514""","=""251.9514""","=""1""","=""""",,"=""38933.968""","=""78612.23""","=""3s2.nd""","=""y 2D""","=""5/2""","=""3s.3p.(3P*).4d""","=""2F*""","=""5/2""",,"=""""","=""L4737""",
"=""256.7984""","=""256.79823""","=""10g""","=""1.92e+07""",B,"=""0.000""","=""38929.413""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.nd""","=""y 2D""","=""3/2""",,"=""T5653""","=""L3514""",
"=""257.5094""","=""257.50940""","=""10g""","=""3.60e+07""",C+,"=""112.061""","=""38933.968""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.nd""","=""y 2D""","=""5/2""",,"=""u36,T5653,LS""","=""L3514""",
"=""257.5393""","=""257.53962""","=""3g""","=""5.99e+06""",C+,"=""112.061""","=""38929.413""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.nd""","=""y 2D""","=""3/2""",,"=""T5653LS""","=""L3514""",
"=""263.395""","=""263.3975""","=""2""","=""""",,"=""42237.783""","=""80191.9""","=""3s2.4d""","=""2D""","=""5/2""","=""3s.3p.(3P*).5d""","=""2D*""","=""5/2""",,"=""""","=""L3514""",
"=""263.603""","=""263.6049""","=""2""","=""""",,"=""42233.742""","=""80158.0""","=""3s2.4d""","=""2D""","=""3/2""","=""3s.3p.(3P*).5d""","=""2D*""","=""3/2""",,"=""""","=""L3514""",
"=""263.632""","=""263.6330""","=""1""","=""""",,"=""42237.783""","=""80158.0""","=""3s2.4d""","=""2D""","=""5/2""","=""3s.3p.(3P*).5d""","=""2D*""","=""3/2""",,"=""""","=""L3514""",
"=""264.749""","=""264.7545""","=""6""","=""""",,"=""32949.807""","=""70709.4""","=""3s2.4p""","=""2P*""","=""1/2""","=""3s.3p.(3P*).4p""","=""2P""","=""1/2""",,"=""""","=""L3514""",
"=""264.861""","=""264.8656""","=""4""","=""""",,"=""32965.639""","=""70709.4""","=""3s2.4p""","=""2P*""","=""3/2""","=""3s.3p.(3P*).4p""","=""2P""","=""1/2""",,"=""""","=""L3514""",
"=""265.2484""","=""265.24758""","=""10g""","=""1.42e+07""",B,"=""0.000""","=""37689.407""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.5s""","=""2S""","=""1/2""",,"=""T7365""","=""L3514""",
"=""265.7406""","=""265.7405""","=""3""","=""""",,"=""38933.968""","=""76553.47""","=""3s2.nd""","=""y 2D""","=""5/2""","=""3s.3p.(3P*).4d""","=""2D*""","=""5/2""",,"=""""","=""L4737""",
"=""265.933""","=""265.9329""","=""3""","=""""",,"=""38929.413""","=""76521.7""","=""3s2.nd""","=""y 2D""","=""3/2""","=""3s.3p.(3P*).4d""","=""2D*""","=""3/2""",,"=""""","=""L3514""",
"=""266.0393""","=""266.03863""","=""10g""","=""2.84e+07""",B,"=""112.061""","=""37689.407""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.5s""","=""2S""","=""1/2""",,"=""T7365""","=""L3514""",
"=""274.0980""","=""274.0983""","=""4""","=""""",,"=""42237.783""","=""78710.26""","=""3s2.4d""","=""2D""","=""5/2""","=""3s.3p.(3P*).4d""","=""2F*""","=""7/2""",,"=""""","=""L4737""",
"=""274.8065""","=""274.8065""","=""3""","=""""",,"=""42233.742""","=""78612.23""","=""3s2.4d""","=""2D""","=""3/2""","=""3s.3p.(3P*).4d""","=""2F*""","=""5/2""",,"=""""","=""L4737""",
"=""277.519""","=""277.5181""","=""1""","=""""",,"=""44168.847""","=""80191.9""","=""3s2.5d""","=""2D""","=""5/2""","=""3s.3p.(3P*).5d""","=""2D*""","=""5/2""",,"=""""","=""L3514""",
"=""277.763""","=""277.7606""","=""2""","=""""",,"=""44166.398""","=""80158.0""","=""3s2.5d""","=""2D""","=""3/2""","=""3s.3p.(3P*).5d""","=""2D*""","=""3/2""",,"=""""","=""L3514""",
"=""283.7856""","=""283.78563""","=""2""","=""""",,"=""32435.453""","=""67662.959""","=""3s2.3d""","=""2D""","=""3/2""","=""3s.3p.(3P*).3d""","=""2D*""","=""5/2""",,"=""""","=""L4737""",
"=""283.7963""","=""283.79645""","=""7""","=""""",,"=""32436.796""","=""67662.959""","=""3s2.3d""","=""2D""","=""5/2""","=""3s.3p.(3P*).3d""","=""2D*""","=""5/2""",,"=""""","=""L4737""",
"=""284.0099""","=""284.01002""","=""7""","=""""",,"=""32435.453""","=""67635.128""","=""3s2.3d""","=""2D""","=""3/2""","=""3s.3p.(3P*).3d""","=""2D*""","=""3/2""",,"=""""","=""L4737""",
"=""284.0205""","=""284.02086""","=""2""","=""""",,"=""32436.796""","=""67635.128""","=""3s2.3d""","=""2D""","=""5/2""","=""3s.3p.(3P*).3d""","=""2D*""","=""3/2""",,"=""""","=""L4737""",
"=""286.892""","=""286.8902""","=""1""","=""""",,"=""45345.594""","=""80191.9""","=""3s2.6d""","=""2D""","=""5/2""","=""3s.3p.(3P*).5d""","=""2D*""","=""5/2""",,"=""""","=""L3514""",
"=""287.157""","=""287.1578""","=""2""","=""""",,"=""45344.165""","=""80158.0""","=""3s2.6d""","=""2D""","=""3/2""","=""3s.3p.(3P*).5d""","=""2D*""","=""3/2""",,"=""""","=""L3514""",
"=""289.4228""","=""289.4227""","=""3""","=""""",,"=""44168.847""","=""78710.26""","=""3s2.5d""","=""2D""","=""5/2""","=""3s.3p.(3P*).4d""","=""2F*""","=""7/2""",,"=""""","=""L4737""",
"=""290.2258""","=""290.2258""","=""2""","=""""",,"=""44166.398""","=""78612.23""","=""3s2.5d""","=""2D""","=""3/2""","=""3s.3p.(3P*).4d""","=""2F*""","=""5/2""",,"=""""","=""L4737""",
"=""291.3267""","=""291.3266""","=""3""","=""""",,"=""42237.783""","=""76553.47""","=""3s2.4d""","=""2D""","=""5/2""","=""3s.3p.(3P*).4d""","=""2D*""","=""5/2""",,"=""""","=""L4737""",
"=""291.566""","=""291.5622""","=""2""","=""""",,"=""42233.742""","=""76521.7""","=""3s2.4d""","=""2D""","=""3/2""","=""3s.3p.(3P*).4d""","=""2D*""","=""3/2""",,"=""""","=""L3514""",
"=""292.7930""","=""292.7930""","=""5""","=""""",,"=""38933.968""","=""73077.8""","=""3s2.nd""","=""y 2D""","=""5/2""","=""3s.3p.(3P*).3d""","=""2F*""","=""7/2""",,"=""""","=""L3514""",
"=""293.604""","=""293.6043""","=""3""","=""""",,"=""38929.413""","=""72978.9""","=""3s2.nd""","=""y 2D""","=""3/2""","=""3s.3p.(3P*).3d""","=""2F*""","=""5/2""",,"=""""","=""L3514""",
"=""299.629""","=""299.6309""","=""3""","=""""",,"=""45345.594""","=""78710.26""","=""3s2.6d""","=""2D""","=""5/2""","=""3s.3p.(3P*).4d""","=""2F*""","=""7/2""",,"=""""","=""L3514""",
"=""300.502""","=""300.5010""","=""1""","=""""",,"=""45344.165""","=""78612.23""","=""3s2.6d""","=""2D""","=""3/2""","=""3s.3p.(3P*).4d""","=""2F*""","=""5/2""",,"=""""","=""L3514""",
"=""305.0073""","=""305.0072""","=""13""","=""""",,"=""29066.96""","=""61843.54""","=""3s.3p2""","=""4P""","=""3/2""","=""3s.3p.(3P*).4s""","=""4P*""","=""5/2""",,"=""""","=""L4737""",
"=""305.4679""","=""305.4679""","=""5""","=""""",,"=""29020.41""","=""61747.56""","=""3s.3p2""","=""4P""","=""1/2""","=""3s.3p.(3P*).4s""","=""4P*""","=""3/2""",,"=""""","=""L4737""",
"=""305.7144""","=""305.7144""","=""14""","=""""",,"=""29142.78""","=""61843.54""","=""3s.3p2""","=""4P""","=""5/2""","=""3s.3p.(3P*).4s""","=""4P*""","=""5/2""",,"=""""","=""L4737""",
"=""305.9029""","=""305.9030""","=""4""","=""""",,"=""29066.96""","=""61747.56""","=""3s.3p2""","=""4P""","=""3/2""","=""3s.3p.(3P*).4s""","=""4P*""","=""3/2""",,"=""""","=""L4737""",
"=""305.9924""","=""305.9924""","=""4""","=""""",,"=""29020.41""","=""61691.46""","=""3s.3p2""","=""4P""","=""1/2""","=""3s.3p.(3P*).4s""","=""4P*""","=""1/2""",,"=""""","=""L4737""",
"=""306.4290""","=""306.4290""","=""7""","=""""",,"=""29066.96""","=""61691.46""","=""3s.3p2""","=""4P""","=""3/2""","=""3s.3p.(3P*).4s""","=""4P*""","=""1/2""",,"=""""","=""L4737""",
"=""306.512""","=""306.5094""","=""1""","=""""",,"=""46094.312""","=""78710.26""","=""3s2.7d""","=""2D""","=""5/2""","=""3s.3p.(3P*).4d""","=""2F*""","=""7/2""",,"=""""","=""L3514""",
"=""306.6145""","=""306.6144""","=""5""","=""""",,"=""29142.78""","=""61747.56""","=""3s.3p2""","=""4P""","=""5/2""","=""3s.3p.(3P*).4s""","=""4P*""","=""3/2""",,"=""""","=""L4737""",
"=""308.21529""","=""308.21510""","=""24g""","=""5.87e+07""",B+,"=""0.000""","=""32435.453""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.3d""","=""2D""","=""3/2""",,"=""c40,T5653""","=""L4737""",
"=""308.702""","=""308.6989""","=""5""","=""""",,"=""44168.847""","=""76553.47""","=""3s2.5d""","=""2D""","=""5/2""","=""3s.3p.(3P*).4d""","=""2D*""","=""5/2""",,"=""""","=""L3514""",
"=""308.982""","=""308.9786""","=""1""","=""""",,"=""44166.398""","=""76521.7""","=""3s2.5d""","=""2D""","=""3/2""","=""3s.3p.(3P*).4d""","=""2D*""","=""3/2""",,"=""""","=""L3514""",
"=""309.27099""","=""309.27084""","=""26g""","=""7.29e+07""",B+,"=""112.061""","=""32436.796""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.3d""","=""2D""","=""5/2""",,"=""c40,T7070""","=""L4737""",
"=""309.28386""","=""309.28369""","=""20g""","=""1.16e+07""",B,"=""112.061""","=""32435.453""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.3d""","=""2D""","=""3/2""",,"=""c40""","=""L4737""",
"=""320.339""","=""320.3394""","=""4""","=""""",,"=""45345.594""","=""76553.47""","=""3s2.6d""","=""2D""","=""5/2""","=""3s.3p.(3P*).4d""","=""2D*""","=""5/2""",,"=""""","=""L3514""",
"=""324.159""","=""324.1605""","=""3""","=""""",,"=""42237.783""","=""73077.8""","=""3s2.4d""","=""2D""","=""5/2""","=""3s.3p.(3P*).3d""","=""2F*""","=""7/2""",,"=""""","=""L3514""",
"=""325.160""","=""325.1607""","=""2""","=""""",,"=""42233.742""","=""72978.9""","=""3s2.4d""","=""2D""","=""3/2""","=""3s.3p.(3P*).3d""","=""2F*""","=""5/2""",,"=""""","=""L3514""",
"=""328.220""","=""328.2139""","=""3""","=""""",,"=""46094.312""","=""76553.47""","=""3s2.7d""","=""2D""","=""5/2""","=""3s.3p.(3P*).4d""","=""2D*""","=""5/2""",,"=""""","=""L3514""",
