Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Leading percentages,Reference
1s2.6f,2F*,7/2,8,,134689.23,,0.12, 100                                           ,L12158
1s2.6g,2G,9/2,10,,134690.16,,0.2, 100                                           ,L12158
1s2.6g,2G,7/2,8,,134690.16,,0.2, 100                                           ,L12158
1s2.6h,2H*,11/2,12,[,134690.45,],0.12, 100                                           ,L12158
1s2.6h,2H*,9/2,10,[,134690.45,],0.12, 100                                           ,L12158
1s2.7s,2S,1/2,2,[,137218.78,],0.12, 100                                           ,L12158
1s2.7p,2P*,1/2,2,[,137795.97,],0.12, 100                                           ,L12158
1s2.7p,2P*,3/2,4,[,137796.12,],0.12, 100                                           ,L12158
1s2.7d,2D,5/2,6,,137919.17,,0.09, 100                                           ,L12158
1s2.7d,2D,3/2,4,,137919.17,,0.09, 100                                           ,L12158
1s2.7f,2F*,7/2,8,,137924.31,,0.2, 100                                           ,L12158
1s2.7f,2F*,5/2,6,,137924.31,,0.2, 100                                           ,L12158
1s2.7g,2G,9/2,10,,137925.11,,0.2, 100                                           ,L12158
1s2.7g,2G,7/2,8,,137925.11,,0.2, 100                                           ,L12158
1s2.7h,2H*,11/2,12,,137925.13,,0.2, 100                                           ,L12158
1s2.7h,2H*,9/2,10,,137925.13,,0.2, 100                                           ,L12158
1s2.8s,2S,1/2,2,[,139555.16,],0.12, 100                                           ,L12158
1s2.8p,2P*,1/2,2,[,139938.08,],0.2, 100                                           ,L12158
1s2.8p,2P*,3/2,4,[,139938.18,],0.2, 100                                           ,L12158
1s2.8d,2D,5/2,6,[,140020.58,],0.08, 100                                           ,L12158
1s2.8d,2D,3/2,4,[,140020.58,],0.08, 100                                           ,L12158
1s2.8f,2F*,7/2,8,[,140024.12,],0.08, 100                                           ,L12158
1s2.8f,2F*,5/2,6,[,140024.12,],0.08, 100                                           ,L12158
1s2.8g,2G,9/2,10,,140024.58,,0.3, 100                                           ,L12158
1s2.8g,2G,7/2,8,,140024.58,,0.3, 100                                           ,L12158
1s2.8h,2H*,11/2,12,,140024.70,,0.2, 100                                           ,L12158
1s2.8h,2H*,9/2,10,,140024.70,,0.2, 100                                           ,L12158
1s2.9s,2S,1/2,2,[,141136.30,],0.12, 100                                           ,L12158
1s2.9p,2P*,1/2,2,[,141403.24,],0.12, 100                                           ,L12158
1s2.9p,2P*,3/2,4,[,141403.31,],0.12, 100                                           ,L12158
1s2.9d,2D,5/2,6,[,141461.15,],0.08, 100                                           ,L12158
1s2.9d,2D,3/2,4,[,141461.15,],0.08, 100                                           ,L12158
1s2.9f,2F*,7/2,8,[,141463.65,],0.08, 100                                           ,L12158
1s2.9f,2F*,5/2,6,[,141463.65,],0.08, 100                                           ,L12158
1s2.9g,2G,9/2,10,[,141463.95,],0.08, 100                                           ,L12158
1s2.9g,2G,7/2,8,[,141463.95,],0.08, 100                                           ,L12158
1s2.9h,2H*,11/2,12,[,141464.02,],0.12, 100                                           ,L12158
1s2.9h,2H*,9/2,10,[,141464.02,],0.12, 100                                           ,L12158
1s2.10s,2S,1/2,2,[,142255.84,],0.12, 100                                           ,L12158
1s2.10p,2P*,1/2,2,[,142449.30,],0.12, 100                                           ,L12158
1s2.10p,2P*,3/2,4,[,142449.35,],0.12, 100                                           ,L12158
1s2.10f,2F*,7/2,8,[,142493.33,],0.06, 100                                           ,L12158
1s2.10f,2F*,5/2,6,[,142493.33,],0.06, 100                                           ,L12158
1s2.10g,2G,9/2,10,[,142493.55,],0.12, 100                                           ,L12158
1s2.10g,2G,7/2,8,[,142493.55,],0.12, 100                                           ,L12158
1s2.10h,2H*,11/2,12,[,142493.60,],0.12, 100                                           ,L12158
1s2.10h,2H*,9/2,10,[,142493.60,],0.12, 100                                           ,L12158
Be III (1s2 1S<0>),Limit,---,,,146882.86,,0.35,                                               ,L12158
1s.2s2,2S,1/2,2,,922000,a,800,  88         :    12  1s.2p2              2S   ,L12158
1s.2s.2p,4P*,5/2,6,,934593.0,+x,30, 100                                           ,L12158
1s.2s.2p,4P*,3/2,4,,934593.0,+x,30, 100                                           ,L12158
1s.2s.2p,4P*,1/2,2,,934593.0,+x,30, 100                                           ,L12158
1s.(2S).2s.2p.(3P*),2P*,3/2,4,,957768,a,100,  95         :     5  1s.(2S).2s.2p.(1P*) 2P*  ,L12158
1s.(2S).2s.2p.(3P*),2P*,1/2,2,,957768,a,100,  95         :     5  1s.(2S).2s.2p.(1P*) 2P*  ,L12158
1s.(2S).2s.2p.(1P*),2P*,3/2,4,,975800,a,300,  94         :     5  1s.(2S).2s.2p.(3P*) 2P*  ,L12158
1s.(2S).2s.2p.(1P*),2P*,1/2,2,,975800,a,300,  94         :     5  1s.(2S).2s.2p.(3P*) 2P*  ,L12158
1s.2p2,4P,5/2,6,,977597.9,+x,30, 100                                           ,L12158
1s.2p2,4P,3/2,4,,977597.9,+x,30, 100                                           ,L12158
1s.2p2,4P,1/2,2,,977597.9,+x,30, 100                                           ,L12158
1s.2p2,2D,5/2,6,,987370,a,100,  96         :     2  1s.2s.(3S).3d       2D   ,L12158
1s.2p2,2D,3/2,4,,987370,a,100,  96         :     2  1s.2s.(3S).3d       2D   ,L12158
1s.2p2,2P,3/2,4,,993109,,100, 100                                           ,L12158
1s.2p2,2P,1/2,2,,993109,,100, 100                                           ,L12158
1s.2p2,2S,1/2,2,,1014700,a,400,  85         :    11  1s.2s2              2S   ,L12158
1s.2s.3s,4S,3/2,4,,1032653.6,+x,7,  92         :     7  1s.2p.3p            4S   ,L12158
1s.2s.(3S).3s,2S,1/2,2,,1039000,a,1600,  86         :    12  1s.2p.(3P*).3p      2S   ,L12158
1s.2s.3p,4P*,3/2,4,,1043670,+x,30,  98         :     2  1s.2p.3d            4P*  ,L12158
1s.2s.3p,4P*,5/2,6,,1043670,+x,30,  98         :     2  1s.2p.3d            4P*  ,L12158
1s.2s.3p,4P*,1/2,2,,1043670,+x,30,  98         :     2  1s.2p.3d            4P*  ,L12158
1s.2s.(3S).3p,2P*,1/2,2,,1044600,a,200,  86         :    10  1s.2p.(3P*).3s      2P*  ,L12158
1s.2s.(3S).3p,2P*,3/2,4,,1044600,a,200,  86         :    10  1s.2p.(3P*).3s      2P*  ,L12158
1s.2s.3d,4D,7/2,8,,1049908.3,+x,1.0,  95         :     4  1s.2p.3p            4D   ,L12158
1s.2s.3d,4D,5/2,6,,1049908.3,+x,1.0,  95         :     4  1s.2p.3p            4D   ,L12158
1s.2s.3d,4D,3/2,4,,1049908.3,+x,1.0,  95         :     4  1s.2p.3p            4D   ,L12158
1s.2s.3d,4D,1/2,2,,1049908.3,+x,1.0,  95         :     4  1s.2p.3p            4D   ,L12158
1s.2s.(3S).3d,2D,5/2,6,,1053600,a,500,  94         :     2  1s.2p2              2D   ,L12158
1s.2s.(3S).3d,2D,3/2,4,,1053600,a,500,  94         :     2  1s.2p2              2D   ,L12158
1s.2s.(1S).3s,2S,1/2,2,,1058400,a,1600,  86         :    13  1s.2p.(1P*).3p      2S   ,L12158
1s.2p.3s,4P*,1/2,2,,1064092.3,+x,7,  96         :     2  1s.2p.3d            4P*  ,L12158
1s.2p.3s,4P*,5/2,6,,1064092.3,+x,7,  96         :     2  1s.2p.3d            4P*  ,L12158
1s.2p.3s,4P*,3/2,4,,1064092.3,+x,7,  96         :     2  1s.2p.3d            4P*  ,L12158
1s.2s.(1S).3p,2P*,3/2,4,,1064600,a,300,  53         :    24  1s.2p.(3P*).3s      2P*  ,L12158
1s.2s.(1S).3p,2P*,1/2,2,,1064600,a,300,  53         :    24  1s.2p.(3P*).3s      2P*  ,L12158
1s.2s.4s,4S,3/2,4,,1067182,+x,30,  91         :     5  1s.2p.3p            4S   ,L12158
1s.2s.(3S).4p,2P*,1/2,2,,1070300,a,300,  58         :    30  1s.2s.(1S).3p       2P*  ,L12158
1s.2s.(3S).4p,2P*,3/2,4,,1070300,a,300,  58         :    30  1s.2s.(1S).3p       2P*  ,L12158
1s.2p.3p,4D,7/2,8,,1070336,+x,20,  91         :     5  1s.2s.3d            4D   ,L12158
1s.2p.3p,4D,1/2,2,,1070336,+x,20,  91         :     5  1s.2s.3d            4D   ,L12158
1s.2p.3p,4D,3/2,4,,1070336,+x,20,  91         :     5  1s.2s.3d            4D   ,L12158
1s.2p.3p,4D,5/2,6,,1070336,+x,20,  91         :     5  1s.2s.3d            4D   ,L12158
1s.2p.(3P*).3p,2P,1/2,2,,1070900,,500,  95         :     4  1s.2p.(1P*).3p      2P   ,L12158
1s.2p.(3P*).3p,2P,3/2,4,,1070900,,500,  95         :     4  1s.2p.(1P*).3p      2P   ,L12158
1s.2s.4p,4P*,5/2,6,,1071660,+x,7,  96         :     2  1s.2p.3s            4P*  ,L12158
1s.2s.4p,4P*,3/2,4,,1071660,+x,7,  96         :     2  1s.2p.3s            4P*  ,L12158
1s.2s.4p,4P*,1/2,2,,1071660,+x,7,  96         :     2  1s.2p.3s            4P*  ,L12158
1s.2s.4f,4F*,7/2,8,,1072999.0,+x,0.8,  66         :    33  1s.2p.3d            4F*  ,L12158
1s.2s.4f,4F*,9/2,10,,1072999.0,+x,0.8,  66         :    33  1s.2p.3d            4F*  ,L12158
1s.2s.4f,4F*,5/2,6,,1072999.0,+x,0.8,  66         :    33  1s.2p.3d            4F*  ,L12158
1s.2s.4f,4F*,3/2,4,,1072999.0,+x,0.8,  66         :    33  1s.2p.3d            4F*  ,L12158
1s.2p.(3P*).3s,2P*,3/2,4,,1073400,a,600,  46         :    21  1s.2p.(1P*).3s      2P*  ,L12158
1s.2p.(3P*).3s,2P*,1/2,2,,1073400,a,600,  46         :    21  1s.2p.(1P*).3s      2P*  ,L12158
1s.2s.(1S).3d,2D,3/2,4,,1073500,a,500,  58         :    18  1s.2s.(3S).4d       2D   ,L12158
1s.2s.(1S).3d,2D,5/2,6,,1073500,a,500,  58         :    18  1s.2s.(3S).4d       2D   ,L12158
1s.2p.3p,4S,3/2,4,,1074186,+x?,20,  85         :     7  1s.2s.4s            4S   ,L12158
1s.2s.4d,4D,1/2,2,,1074522,+x,30,  97         :     3  1s.2p.3p            4D   ,L12158
1s.2s.4d,4D,3/2,4,,1074522,+x,30,  97         :     3  1s.2p.3p            4D   ,L12158
1s.2s.4d,4D,5/2,6,,1074522,+x,30,  97         :     3  1s.2p.3p            4D   ,L12158
1s.2s.4d,4D,7/2,8,,1074522,+x,30,  97         :     3  1s.2p.3p            4D   ,L12158
1s.2p.3p,4P,1/2,2,,1074607.6,+x,20,  99                                           ,L12158
1s.2p.3p,4P,3/2,4,,1074607.6,+x,20,  99                                           ,L12158
1s.2p.3p,4P,5/2,6,,1074607.6,+x,20,  99                                           ,L12158
1s.2p.(3P*).3p,2D,3/2,4,,1076100,a,400,  48         :    48  1s.2s.(3S).4d       2D   ,L12158
1s.2p.(3P*).3p,2D,5/2,6,,1076100,a,400,  48         :    48  1s.2s.(3S).4d       2D   ,L12158
1s.2p.(3P*).3d,2D*,3/2,4,,1077320,,100,  99                                           ,L12158
1s.2p.(3P*).3d,2D*,5/2,6,,1077320,,100,  99                                           ,L12158
1s.2s.(3S).4d,2D,3/2,4,,1077700,a,800,  32         :    32  1s.2p.(3P*).3p      2D   ,L12158
1s.2s.(3S).4d,2D,5/2,6,,1077700,a,800,  32         :    32  1s.2p.(3P*).3p      2D   ,L12158
1s.2p.3d,4F*,3/2,4,,1078386.0,+x,1.0,  60         :    34  1s.2s.4f            4F*  ,L12158
1s.2p.3d,4F*,5/2,6,,1078386.0,+x,1.0,  60         :    34  1s.2s.4f            4F*  ,L12158
1s.2p.3d,4F*,7/2,8,,1078386.0,+x,1.0,  60         :    34  1s.2s.4f            4F*  ,L12158
1s.2p.3d,4F*,9/2,10,,1078386.0,+x,1.0,  60         :    34  1s.2s.4f            4F*  ,L12158
1s.2p.3d,4D*,1/2,2,,1079485.0,+x,0.5, 100                                           ,L12158
1s.2p.3d,4D*,3/2,4,,1079485.0,+x,0.5, 100                                           ,L12158
1s.2p.3d,4D*,5/2,6,,1079485.0,+x,0.5, 100                                           ,L12158
1s.2p.3d,4D*,7/2,8,,1079485.0,+x,0.5, 100                                           ,L12158
1s.2p.(3P*).3p,2S,1/2,2,,1080800,a,500,  47         :    35  1s.2s.(3S).5s       2S   ,L12158
1s.2p.3d,4P*,1/2,2,,1081700,+x,6,  80         :    13  1s.2s.5p            4P*  ,L12158
1s.2p.3d,4P*,3/2,4,,1081700,+x,6,  80         :    13  1s.2s.5p            4P*  ,L12158
1s.2p.3d,4P*,5/2,6,,1081700,+x,6,  80         :    13  1s.2s.5p            4P*  ,L12158
1s.2s.5d,4D,7/2,8,,1085071,+x,40,  99                                           ,L12158
1s.2s.5d,4D,3/2,4,,1085071,+x,40,  99                                           ,L12158
1s.2s.5d,4D,5/2,6,,1085071,+x,40,  99                                           ,L12158
1s.2s.5d,4D,1/2,2,,1085071,+x,40,  99                                           ,L12158
1s.2s.5f,4F*,9/2,10,,1086065,+x,10,  95         :     5  1s.2p.3d            4F*  ,L12158
1s.2s.5f,4F*,7/2,8,,1086065,+x,10,  95         :     5  1s.2p.3d            4F*  ,L12158
1s.2s.5f,4F*,5/2,6,,1086065,+x,10,  95         :     5  1s.2p.3d            4F*  ,L12158
1s.2s.5f,4F*,3/2,4,,1086065,+x,10,  95         :     5  1s.2p.3d            4F*  ,L12158
1s.2p.(1P*).3p,2D,5/2,6,,1087000,a,300,  84         :     8  1s.2s.(1S).3d       2D   ,L12158
1s.2p.(1P*).3p,2D,3/2,4,,1087000,a,300,  84         :     8  1s.2s.(1S).3d       2D   ,L12158
1s.2p.(1P*).3p,2P,3/2,4,,1088900,?,300,  89         :     5  1s.2p.(3P*).4p      2P   ,L12158
1s.2p.(1P*).3p,2P,1/2,2,,1088900,?,300,  89         :     5  1s.2p.(3P*).4p      2P   ,L12158
1s.2p.(1P*).3d,2D*,5/2,6,,1092460,,100,  99                                           ,L12158
1s.2p.(1P*).3d,2D*,3/2,4,,1092460,,100,  99                                           ,L12158
1s.2p.(1P*).3d,2F*,7/2,8,,1092600,a?,500,  54         :    36  1s.2s.(3S).6f       2F*  ,L12158
1s.2p.(1P*).3d,2F*,5/2,6,,1092600,a?,500,  54         :    36  1s.2s.(3S).6f       2F*  ,L12158
1s.2p.4s,4P*,5/2,6,,1096291,+x,30,  97                                           ,L12158
1s.2p.4s,4P*,3/2,4,,1096291,+x,30,  97                                           ,L12158
1s.2p.4s,4P*,1/2,2,,1096291,+x,30,  97                                           ,L12158
1s.2p.4p,4D,1/2,2,,1098622,+x?,11,  70         :    25  1s.2s.9d            4D   ,L12158
1s.2p.4p,4D,3/2,4,,1098622,+x?,11,  70         :    25  1s.2s.9d            4D   ,L12158
1s.2p.4p,4D,5/2,6,,1098622,+x?,11,  70         :    25  1s.2s.9d            4D   ,L12158
1s.2p.4p,4D,7/2,8,,1098622,+x?,11,  70         :    25  1s.2s.9d            4D   ,L12158
1s.2p.(3P*).4p,2P,3/2,4,,1098900,,400,  93         :     6  1s.2p.(1P*).3p      2P   ,L12158
1s.2p.(3P*).4p,2P,1/2,2,,1098900,,400,  93         :     6  1s.2p.(1P*).3p      2P   ,L12158
1s.2p.4p,4S,3/2,4,,1099980,+x?,12,  58         :    23  1s.2s.10s           4S   ,L12158
1s.2p.4p,4P,5/2,6,,1100118,+x?,20,  98                                           ,L12158
1s.2p.4p,4P,1/2,2,,1100118,+x?,20,  98                                           ,L12158
1s.2p.4p,4P,3/2,4,,1100118,+x?,20,  98                                           ,L12158
1s.2p.(3P*).4d,2D*,5/2,6,,1101320,,100,  99                                           ,L12158
1s.2p.(3P*).4d,2D*,3/2,4,,1101320,,100,  99                                           ,L12158
1s.2p.4d,4D*,5/2,6,,1102105,+x,20, 100                                           ,L12158
1s.2p.4d,4D*,7/2,8,,1102105,+x,20, 100                                           ,L12158
1s.2p.4d,4D*,3/2,4,,1102105,+x,20, 100                                           ,L12158
1s.2p.4d,4D*,1/2,2,,1102105,+x,20, 100                                           ,L12158
1s.2p.(3P*).4f,2F,5/2,6,[,1102341,],100,  99         :     1  1s.2p.(3P*).4f      4F   ,L12158
1s.2p.(3P*).4f,2F,7/2,8,[,1102341,],100,  99         :     1  1s.2p.(3P*).4f      4F   ,L12158
1s.2p.4f,4F,9/2,10,[,1102356.0,]+x,fixed, 100                                           ,L12158
1s.2p.4f,4F,7/2,8,[,1102356.0,]+x,fixed,  99         :     1  1s.2p.(3P*).4f      2F   ,L12158
1s.2p.4f,4F,5/2,6,[,1102356.0,]+x,fixed,  99         :     1  1s.2p.(3P*).4f      2F   ,L12158
1s.2p.4f,4F,3/2,4,[,1102356.0,]+x,fixed, 100                                           ,L12158
1s.2p.4f,4D,7/2,8,,1103136,+x,6,  70         :    25  1s.2s.nd            4D   ,L12158
1s.2p.4f,4D,3/2,4,,1103136,+x,6,  70         :    25  1s.2s.nd            4D   ,L12158
1s.2p.4f,4D,5/2,6,,1103136,+x,6,  70         :    25  1s.2s.nd            4D   ,L12158
1s.2p.4f,4D,1/2,2,,1103136,+x,6,  70         :    25  1s.2s.nd            4D   ,L12158
Be III (1s.2s 3S<1>),Limit,---,,,1103388.5,,0.2,                                               ,
1s.2p.5d,4D*,3/2,4,,1112385,+x,40, 100                                           ,L12158
1s.2p.5d,4D*,5/2,6,,1112385,+x,40, 100                                           ,L12158
1s.2p.5d,4D*,7/2,8,,1112385,+x,40, 100                                           ,L12158
1s.2p.5d,4D*,1/2,2,,1112385,+x,40, 100                                           ,L12158
1s.2p.(3P*).5f,2F,7/2,8,,1112455,,100,  98         :     2  1s.2p.5f            4F   ,L12158
1s.2p.(3P*).5f,2F,5/2,6,,1112455,,100,  98         :     2  1s.2p.5f            4F   ,L12158
1s.2p.5f,4F,9/2,10,,1112474,+x,12, 100                                           ,L12158
1s.2p.5f,4F,7/2,8,,1112474,+x,12,  98         :     2  1s.2p.(3P*).5f      2F   ,L12158
1s.2p.5f,4F,3/2,4,,1112474,+x,12, 100                                           ,L12158
1s.2p.5f,4F,5/2,6,,1112474,+x,12,  98         :     2  1s.2p.(3P*).5f      2F   ,L12158
1s.2p.(1P*).4p,2P,3/2,4,,1112700,,700,  77         :    15  1s.2p.(3P*).5p      2P   ,L12158
1s.2p.(1P*).4p,2P,1/2,2,,1112700,,700,  77         :    15  1s.2p.(3P*).5p      2P   ,L12158
1s.2p.6d,4D*,7/2,8,,1117612.6,+x?,20, 100                                           ,L12158
1s.2p.6d,4D*,5/2,6,,1117612.6,+x?,20, 100                                           ,L12158
1s.2p.6d,4D*,3/2,4,,1117612.6,+x?,20, 100                                           ,L12158
1s.2p.6d,4D*,1/2,2,,1117612.6,+x?,20, 100                                           ,L12158
1s.2p.6f,4F,5/2,6,,1117947,+x?,7,  98         :     2  1s.2p.(3P*).6f      2F   ,L12158
1s.2p.6f,4F,7/2,8,,1117947,+x?,7,  98         :     2  1s.2p.(3P*).6f      2F   ,L12158
1s.2p.6f,4F,9/2,10,,1117947,+x?,7,  99                                           ,L12158
1s.2p.6f,4F,3/2,4,,1117947,+x?,7, 100                                           ,L12158
1s.2p.(1P*).5p,2P,1/2,2,,1124040,?,130,  96         :     2  1s.2p.(3P*).7p      2P   ,L12158
1s.2p.(1P*).5p,2P,3/2,4,,1124040,?,130,  96         :     2  1s.2p.(3P*).7p      2P   ,L12158
Be III (1s.2s 1S<0>),Limit,---,,,1128058.3,,0.5,                                               ,
Be III (1s.2p 3P*),Limit,---,,,1130251.1,,0.4,                                               ,
Be III (1s.2p 1P*<1>),Limit,---,,,1144335.1,,0.5,                                               ,
1s.(2S).3s.3p.(3P*),2P*,3/2,4,,1195600,a,400,  95         :     4  1s.3p.(1P*).3d      2P*  ,L12158
1s.(2S).3s.3p.(3P*),2P*,1/2,2,,1195600,a,400,  95         :     4  1s.3p.(1P*).3d      2P*  ,L12158
1s.(2S).3s.3p.(1P*),2P*,3/2,4,,1210900,a?,400,  44         :    43  1s.3p.(3P*).3d      2P*  ,L12158
1s.(2S).3s.3p.(1P*),2P*,1/2,2,,1210900,a?,400,  44         :    43  1s.3p.(3P*).3d      2P*  ,L12158
2s2.2p,2P*,3/2,4,,2167800,a,600,  88         :    11  2p3                 2P*  ,L12158
2s2.2p,2P*,1/2,2,,2167800,a,600,  88         :    11  2p3                 2P*  ,L12158
2s.2p2,4P,3/2,4,,2171400,a+x?,1000, 100                                           ,L12158
2s.2p2,4P,5/2,6,,2171400,a+x?,1000, 100                                           ,L12158
2s.2p2,4P,1/2,2,,2171400,a+x?,1000, 100                                           ,L12158
2s.2p2,2D,3/2,4,,2199100,a,600,  99         :     1  2s2.3d              2D   ,L12158
2s.2p2,2D,5/2,6,,2199100,a,600,  99         :     1  2s2.3d              2D   ,L12158
2p3,4S*,3/2,4,,2214500,+x,500, 100                                           ,L12158
2s.2p2,2S,1/2,2,,2220700,a?,1000,  98         :     1  2s.2p.(3P*).3p      2S   ,L12158
2s.2p2,2P,3/2,4,,2225200,a,600, 100                                           ,L12158
2s.2p2,2P,1/2,2,,2225200,a,600, 100                                           ,L12158
2p3,2D*,5/2,6,,2225900,a,600,  98         :     1  2s.2p.(3P*).3d      2D*  ,L12158
2p3,2D*,3/2,4,,2225900,a,600,  98         :     1  2s.2p.(3P*).3d      2D*  ,L12158
2p3,2P*,1/2,2,,2249500,a,300,  86         :    11  2s2.2p              2P*  ,L12158
2p3,2P*,3/2,4,,2249500,a,300,  86         :    11  2s2.2p              2P*  ,L12158
2s2.3p,2P*,3/2,4,,2301900,a?,300,  47         :    37  2s.2p.(3P*).3s      2P*  ,L12158
2s2.3p,2P*,1/2,2,,2301900,a?,300,  47         :    37  2s.2p.(3P*).3s      2P*  ,L12158
2s.2p.3p,4P,5/2,6,,2314900,a+x,800, 100                                           ,L12158
2s.2p.3p,4P,1/2,2,,2314900,a+x,800, 100                                           ,L12158
2s.2p.3p,4P,3/2,4,,2314900,a+x,800, 100                                           ,L12158
2s2.3d,2D,3/2,4,,2317100,a?,300,  65         :    16  2p2.(1S).3d         2D   ,L12158
2s2.3d,2D,5/2,6,,2317100,a?,300,  65         :    16  2p2.(1S).3d         2D   ,L12158
2s.2p.(3P*).3d,2D*,3/2,4,,2323700,a,300,  91         :     6  2p2.(3P).3p         2D*  ,L12158
2s.2p.(3P*).3d,2D*,5/2,6,,2323700,a,300,  91         :     6  2p2.(3P).3p         2D*  ,L12158
